Unnamed: 0,name,description,set_id,rarity,price,volatility,type,sub_type,attribute,rank,attack,defense,set_name,set_release,name_official,index,index_market,join_id,set_release_parsed
15473,Giant Soldier of Stone,A giant warrior made of stone. A punch from this creature has earth-shaking results.,BP01-EN171,C Common,,,MONSTER,[Rock／Normal],EARTH,,1300.0,2000.0,BATTLE PACK EPIC DAWN,2012-05-28,Giant Soldier of Stone,4080,59295,BP01-EN171C,2012-05-28
15474,Giant Soldier of Stone,A giant warrior made of stone. A punch from this creature has earth-shaking results.,BP01-EN171,ST Starfoil,,,MONSTER,[Rock／Normal],EARTH,,1300.0,2000.0,BATTLE PACK EPIC DAWN,2012-05-28,Giant Soldier of Stone,4080,69822,BP01-EN171ST,2012-05-28
15475,Giant Soldier of Stone,A giant warrior made of stone. A punch from this creature has earth-shaking results.,DLG1-EN011,C Common,,,MONSTER,[Rock／Normal],EARTH,,1300.0,2000.0,DARK LEGENDS,2008-11-21,Giant Soldier of Stone,4080,33497,DLG1-EN011C,2008-11-21
15476,Giant Soldier of Stone,A giant warrior made of stone. A punch from this creature has earth-shaking results.,RP01-EN010,C Common,,,MONSTER,[Rock／Normal],EARTH,,1300.0,2000.0,RETRO PACK,2008-07-08,Giant Soldier of Stone,4080,78080,RP01-EN010C,2008-07-08
15477,Giant Soldier of Stone,A giant warrior made of stone. A punch from this creature has earth-shaking results.,RP01-EN010,C Common,,,MONSTER,[Rock／Normal],EARTH,,1300.0,2000.0,RETRO PACK,2008-07-08,Giant Soldier of Stone,4080,564157,RP01-EN010C,2008-07-08
15478,Giant Soldier of Stone,A giant warrior made of stone. A punch from this creature has earth-shaking results.,DB1-EN124,C Common,,,MONSTER,[Rock／Normal],EARTH,,1300.0,2000.0,DARK BEGINNING 1,2004-10-12,Giant Soldier of Stone,4080,23660,DB1-EN124C,2004-10-12
15479,Giant Soldier of Stone,A giant warrior made of stone. A punch from this creature has earth-shaking results.,SYE-010,C Common,,,MONSTER,[Rock／Normal],EARTH,,1300.0,2000.0,STARTER DECK YUGI Evolution,2004-03-01,Giant Soldier of Stone,4080,25219,SYE-010C,2004-03-01
15480,Giant Soldier of Stone,A giant warrior made of stone. A punch from this creature has earth-shaking results.,SDP-007,C Common,,,MONSTER,[Rock／Normal],EARTH,,1300.0,2000.0,STARTER DECK PEGASUS,2003-03-30,Giant Soldier of Stone,4080,23040,SDP-007C,2003-03-30
15481,Giant Soldier of Stone,A giant warrior made of stone. A punch from this creature has earth-shaking results.,SDY-013,C Common,,,MONSTER,[Rock／Normal],EARTH,,1300.0,2000.0,STARTER DECK YUGI,2002-03-29,Giant Soldier of Stone,4080,22619,SDY-013C,2002-03-29
15482,Giant Soldier of Stone,A giant warrior made of stone. A punch from this creature has earth-shaking results.,LOB-068,R Rare,,,MONSTER,[Rock／Normal],EARTH,,1300.0,2000.0,LEGEND OF BLUE EYES WHITE DRAGON,2002-03-08,Giant Soldier of Stone,4080,22017,LOB-068R,2002-03-08
15483,Giant Starfall,"Neither player can activate the effects of monsters without a Level in response to this card's activation. Target 1 face-up monster without a Level on the field; for the rest of this turn, any battle damage from battles involving that target is halved, it cannot activate its effects or be destroyed by battle, also its ATK becomes 0.",BODE-EN079,C Common,,,TRAP,,,,,,BURST OF DESTINY,2021-11-05,Giant Starfall,16565,252628,BODE-EN079C,2021-11-05
15484,Giant Trap Hole,When 2 or more monsters are Special Summoned at the same time: Destroy all monsters on the field.,LCJW-EN276,C Common,,,TRAP,,,,,,LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK,2013-10-11,Giant Trap Hole,7935,71745,LCJW-EN276C,2013-10-11
15485,Giant Trap Hole,When 2 or more monsters are Special Summoned at the same time: Destroy all monsters on the field.,DL16-EN018,R Rare,,,TRAP,,,,,,DUELIST LEAGUE 16,2013-07-01,Giant Trap Hole,7935,77664,DL16-EN018R,2013-07-01
15486,Giant Trap Hole,When 2 or more monsters are Special Summoned at the same time: Destroy all monsters on the field.,DL16-EN018,R Rare,,,TRAP,,,,,,DUELIST LEAGUE 16,2013-07-01,Giant Trap Hole,7935,77661,DL16-EN018R,2013-07-01
15487,Giant Trap Hole,When 2 or more monsters are Special Summoned at the same time: Destroy all monsters on the field.,DL16-EN018,R Rare,,,TRAP,,,,,,DUELIST LEAGUE 16,2013-07-01,Giant Trap Hole,7935,77662,DL16-EN018R,2013-07-01
15488,Giant Trap Hole,When 2 or more monsters are Special Summoned at the same time: Destroy all monsters on the field.,DL16-EN018,R Rare,,,TRAP,,,,,,DUELIST LEAGUE 16,2013-07-01,Giant Trap Hole,7935,77663,DL16-EN018R,2013-07-01
15489,Giant Trap Hole,When 2 or more monsters are Special Summoned at the same time: Destroy all monsters on the field.,CSOC-EN080,C Common,,,TRAP,,,,,,CROSSROADS OF CHAOS,2008-11-18,Giant Trap Hole,7935,28473,CSOC-EN080C,2008-11-18
15490,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,RA03-EN097,PS Platinum Secret Rare,,,SPELL,,,,,,QUARTER CENTURY BONANZA,2024-11-07,Giant Trunade,4910,592760,RA03-EN097PS,2024-11-07
15491,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,RA03-EN097,QCSE Quarter Century Secret Rare,,,SPELL,,,,,,QUARTER CENTURY BONANZA,2024-11-07,Giant Trunade,4910,592761,RA03-EN097QCSE,2024-11-07
15492,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,SRL-EN048,SR Super Rare,,,SPELL,,,,,,SPELL RULER (LC01 25th Anniversary Edition),2023-04-21,Giant Trunade,4910,478868,SRL-EN048SR,2023-04-21
15493,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,SRL-EN048,SR Super Rare,,,SPELL,,,,,,SPELL RULER (LC01 25th Anniversary Edition),2023-04-21,Giant Trunade,4910,486543,SRL-EN048SR,2023-04-21
15494,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,LCJW-EN063,C Common,,,SPELL,,,,,,LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK,2013-10-11,Giant Trunade,4910,71607,LCJW-EN063C,2013-10-11
15495,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,5DS3-EN020,C Common,,,SPELL,,,,,,5D's STARTER DECK DUELIST TOOLBOX,2010-06-01,Giant Trunade,4910,35349,5DS3-EN020C,2010-06-01
15496,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,5DS2-EN023,C Common,,,SPELL,,,,,,5D's STARTER DECK 2009,2009-06-09,Giant Trunade,4910,32149,5DS2-EN023C,2009-06-09
15497,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,GLD2-EN036,C Common,,,SPELL,,,,,,GOLD SERIES 2009,2009-04-21,Giant Trunade,4910,32109,GLD2-EN036C,2009-04-21
15498,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,SDSC-EN024,C Common,,,SPELL,,,,,,SPELLCASTER'S COMMAND STRUCTURE DECK,2009-03-31,Giant Trunade,4910,32868,SDSC-EN024C,2009-03-31
15499,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,DLG1-EN059,C Common,,,SPELL,,,,,,DARK LEGENDS,2008-11-21,Giant Trunade,4910,33545,DLG1-EN059C,2008-11-21
15500,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,RP01-EN058,C Common,,,SPELL,,,,,,RETRO PACK,2008-07-08,Giant Trunade,4910,78128,RP01-EN058C,2008-07-08
15501,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,RP01-EN058,C Common,,,SPELL,,,,,,RETRO PACK,2008-07-08,Giant Trunade,4910,564205,RP01-EN058C,2008-07-08
15502,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,SDRL-EN022,C Common,,,SPELL,,,,,,RISE OF THE DRAGON LORDS STRUCTURE DECK,2007-10-24,Giant Trunade,4910,26231,SDRL-EN022C,2007-10-24
15503,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,YSDJ-EN022,C Common,,,SPELL,,,,,,STARTER DECK JADEN YUKI,2007-07-25,Giant Trunade,4910,26433,YSDJ-EN022C,2007-07-25
15504,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,YSDS-EN023,C Common,,,SPELL,,,,,,STARTER DECK SYRUS TRUESDALE,2007-07-25,Giant Trunade,4910,26393,YSDS-EN023C,2007-07-25
15505,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,SD5-EN021,C Common,,,SPELL,,,,,,STRUCTURE DECK WARRIOR'S TRIUMPH,2005-10-28,Giant Trunade,4910,24540,SD5-EN021C,2005-10-28
15506,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,SD2-EN015,C Common,,,SPELL,,,,,,STRUCTURE DECK ZOMBIE MADNESS,2005-01-01,Giant Trunade,4910,25298,SD2-EN015C,2005-01-01
15507,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,DB1-EN032,R Rare,,,SPELL,,,,,,DARK BEGINNING 1,2004-10-12,Giant Trunade,4910,23568,DB1-EN032R,2004-10-12
15508,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,SDJ-032,C Common,,,SPELL,,,,,,STARTER DECK JOEY,2003-03-30,Giant Trunade,4910,23015,SDJ-032C,2003-03-30
15509,Giant Trunade,Return all Spell and Trap Cards on the field to the hand.,MRL-048,SR Super Rare,,,SPELL,,,,,,SPELL RULER,2002-09-16,Giant Trunade,4910,22018,MRL-048SR,2002-09-16
15510,Giant Turtle Who Feeds on Flames,A crimson-shelled tortoise that feeds on flames.,SRL-EN022,C Common,,,MONSTER,[Aqua／Normal],WATER,,1400.0,1800.0,SPELL RULER (LC01 25th Anniversary Edition),2023-04-21,Giant Turtle Who Feeds on Flames,4599,486517,SRL-EN022C,2023-04-21
15511,Giant Turtle Who Feeds on Flames,A crimson-shelled tortoise that feeds on flames.,SRL-EN022,C Common,,,MONSTER,[Aqua／Normal],WATER,,1400.0,1800.0,SPELL RULER (LC01 25th Anniversary Edition),2023-04-21,Giant Turtle Who Feeds on Flames,4599,478842,SRL-EN022C,2023-04-21
15512,Giant Turtle Who Feeds on Flames,A crimson-shelled tortoise that feeds on flames.,MRL-022,C Common,,,MONSTER,[Aqua／Normal],WATER,,1400.0,1800.0,SPELL RULER,2002-09-16,Giant Turtle Who Feeds on Flames,4599,22019,MRL-022C,2002-09-16
15513,Gift Card,Your opponent gains 3000 Life Points.,TAEV-EN078,C Common,,,TRAP,,,,,,TACTICAL EVOLUTION,2007-08-15,Gift Card,7234,26166,TAEV-EN078C,2007-08-15
15514,Gift Exchange,"Both players banish 1 card from their Decks, face-down, and if they do, during the End Phase of this turn, both players add to their hands the card their opponent banished by this effect.",AC18-EN016,SR Super Rare,,,SPELL,,,,,,YU-GI-OH! ADVENT CALENDAR 2018,2018-11-01,Gift Exchange,11661,179244,AC18-EN016SR,2018-11-01
15515,Gift Exchange,"Both players banish 1 card from their Decks, face-down, and if they do, during the End Phase of this turn, both players add to their hands the card their opponent banished by this effect.",MACR-EN090,C Common,,,SPELL,,,,,,MAXIMUM CRISIS,2017-05-05,Gift Exchange,11661,131207,MACR-EN090C,2017-05-05
15516,Gift of the Martyr,"Send 1 monster you control to the GY, then target 1 face-up monster you control; it gains ATK equal to the original ATK of the sent monster until the end of this turn.",SBC1-ENE13,C Common,,,SPELL,,,,,,SPEED DUEL: STREETS OF BATTLE CITY,2023-08-25,Gift of the Martyr,6346,512337,SBC1-ENE13C,2023-08-25
15517,Gift of the Martyr,"Send 1 monster you control to the GY, then target 1 face-up monster you control; it gains ATK equal to the original ATK of the sent monster until the end of this turn.",DR3-EN219,C Common,,,SPELL,,,,,,DARK REVELATION Volume 3,2006-11-25,Gift of the Martyr,6346,26014,DR3-EN219C,2006-11-25
15518,Gift of the Martyr,"Send 1 monster you control to the GY, then target 1 face-up monster you control; it gains ATK equal to the original ATK of the sent monster until the end of this turn.",TLM-EN039,C Common,,,SPELL,,,,,,THE LOST MILLENNIUM,2005-06-01,Gift of the Martyr,6346,24093,TLM-EN039C,2005-06-01
15519,Gift of The Mystical Elf,Gain 300 LP for each monster on the field.,KC01-EN054,UR Ultra Rare,,,TRAP,,,,,,25TH ANNIVERSARY ULTIMATE KAIBA SET,2024-03-01,Gift of The Mystical Elf,4986,542338,KC01-EN054UR,2024-03-01
15520,Gift of The Mystical Elf,Gain 300 LP for each monster on the field.,PSV-EN009,C Common,,,TRAP,,,,,,PHARAOH'S SERVANT (LC01 25th Anniversary Edition),2023-04-21,Gift of The Mystical Elf,4986,476250,PSV-EN009C,2023-04-21
15521,Gift of The Mystical Elf,Gain 300 LP for each monster on the field.,PSV-EN009,C Common,,,TRAP,,,,,,PHARAOH'S SERVANT (LC01 25th Anniversary Edition),2023-04-21,Gift of The Mystical Elf,4986,486613,PSV-EN009C,2023-04-21
15522,Gift of The Mystical Elf,Gain 300 LP for each monster on the field.,DB1-EN073,C Common,,,TRAP,,,,,,DARK BEGINNING 1,2004-10-12,Gift of The Mystical Elf,4986,23609,DB1-EN073C,2004-10-12
15523,Gift of The Mystical Elf,Gain 300 LP for each monster on the field.,SKE-044,C Common,,,TRAP,,,,,,STARTER DECK KAIBA Evolution,2004-03-01,Gift of The Mystical Elf,4986,25203,SKE-044C,2004-03-01
15524,Gift of The Mystical Elf,Gain 300 LP for each monster on the field.,PSV-009,C Common,,,TRAP,,,,,,PHARAOH'S SERVANT,2002-10-20,Gift of The Mystical Elf,4986,22020,PSV-009C,2002-10-20
15525,Giga Gagagigo,"In order to fight tremendous evil, he gained formidable power through body reconstruction, but lost his heart and his redemption.",IOC-EN056,C Common,,,MONSTER,[Reptile／Normal],WATER,,2450.0,1500.0,INVASION OF CHAOS (LC01 25th Anniversary Edition),2023-04-21,Giga Gagagigo,5871,487193,IOC-EN056C,2023-04-21
15526,Giga Gagagigo,"In order to fight tremendous evil, he gained formidable power through body reconstruction, but lost his heart and his redemption.",IOC-EN056,C Common,,,MONSTER,[Reptile／Normal],WATER,,2450.0,1500.0,INVASION OF CHAOS (LC01 25th Anniversary Edition),2023-04-21,Giga Gagagigo,5871,476965,IOC-EN056C,2023-04-21
15527,Giga Gagagigo,"In order to fight tremendous evil, he gained formidable power through body reconstruction, but lost his heart and his redemption.",DR2-EN057,C Common,,,MONSTER,[Reptile／Normal],WATER,,2450.0,1500.0,DARK REVELATION Volume 2,2005-10-20,Giga Gagagigo,5871,24678,DR2-EN057C,2005-10-20
15528,Giga Gagagigo,"In order to fight tremendous evil, he gained formidable power through body reconstruction, but lost his heart and his redemption.",IOC-056,C Common,,,MONSTER,[Reptile／Normal],WATER,,2450.0,1500.0,INVASION OF CHAOS,2004-03-01,Giga Gagagigo,5871,23143,IOC-056C,2004-03-01
15529,Giga Gagagigo,"In order to fight tremendous evil, he gained formidable power through body reconstruction, but lost his heart and his redemption.",IOC-EN056,C Common,,,MONSTER,[Reptile／Normal],WATER,,2450.0,1500.0,INVASION OF CHAOS,2004-03-01,Giga Gagagigo,5871,487193,IOC-EN056C,2004-03-01
15530,Giga Gagagigo,"In order to fight tremendous evil, he gained formidable power through body reconstruction, but lost his heart and his redemption.",IOC-EN056,C Common,,,MONSTER,[Reptile／Normal],WATER,,2450.0,1500.0,INVASION OF CHAOS,2004-03-01,Giga Gagagigo,5871,476965,IOC-EN056C,2004-03-01
15531,Giga-Tech Wolf,An iron wolf with razor-sharp fangs that can penetrate any armor.,MRD-EN096,C Common,,,MONSTER,[Machine／Normal],FIRE,,1200.0,1400.0,METAL RAIDERS (LC01 25th Anniversary Edition),2023-04-21,Giga-Tech Wolf,4418,476709,MRD-EN096C,2023-04-21
15532,Giga-Tech Wolf,An iron wolf with razor-sharp fangs that can penetrate any armor.,MRD-EN096,C Common,,,MONSTER,[Machine／Normal],FIRE,,1200.0,1400.0,METAL RAIDERS (LC01 25th Anniversary Edition),2023-04-21,Giga-Tech Wolf,4418,486383,MRD-EN096C,2023-04-21
15533,Giga-Tech Wolf,An iron wolf with razor-sharp fangs that can penetrate any armor.,MRD-096,C Common,,,MONSTER,[Machine／Normal],FIRE,,1200.0,1400.0,METAL RAIDERS,2002-06-26,Giga-Tech Wolf,4418,22021,MRD-096C,2002-06-26
15534,Gigantes,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 EARTH monster from your GY. If this card is destroyed by battle and sent to the GY: Destroy all Spells and Traps on the field.,IOC-EN021,C Common,,,MONSTER,[Rock／Effect],EARTH,,1900.0,1300.0,INVASION OF CHAOS (LC01 25th Anniversary Edition),2023-04-21,Gigantes,5831,476942,IOC-EN021C,2023-04-21
15535,Gigantes,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 EARTH monster from your GY. If this card is destroyed by battle and sent to the GY: Destroy all Spells and Traps on the field.,IOC-EN021,C Common,,,MONSTER,[Rock／Effect],EARTH,,1900.0,1300.0,INVASION OF CHAOS (LC01 25th Anniversary Edition),2023-04-21,Gigantes,5831,487142,IOC-EN021C,2023-04-21
15536,Gigantes,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 EARTH monster from your GY. If this card is destroyed by battle and sent to the GY: Destroy all Spells and Traps on the field.,GFTP-EN074,UR Ultra Rare,,,MONSTER,[Rock／Effect],EARTH,,1900.0,1300.0,GHOSTS FROM THE PAST,2021-04-16,Gigantes,5831,235835,GFTP-EN074UR,2021-04-16
15537,Gigantes,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 EARTH monster from your GY. If this card is destroyed by battle and sent to the GY: Destroy all Spells and Traps on the field.,OP12-EN013,C Common,,,MONSTER,[Rock／Effect],EARTH,,1900.0,1300.0,OTS TOURNAMENT PACK 12,2019-12-05,Gigantes,5831,205802,OP12-EN013C,2019-12-05
15538,Gigantes,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 EARTH monster from your GY. If this card is destroyed by battle and sent to the GY: Destroy all Spells and Traps on the field.,SR03-EN016,C Common,,,MONSTER,[Rock／Effect],EARTH,,1900.0,1300.0,MACHINE REACTOR STRUCTURE DECK,2017-04-14,Gigantes,5831,130086,SR03-EN016C,2017-04-14
15539,Gigantes,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 EARTH monster from your GY. If this card is destroyed by battle and sent to the GY: Destroy all Spells and Traps on the field.,CP04-EN015,C Common,,,MONSTER,[Rock／Effect],EARTH,,1900.0,1300.0,CHAMPION PACK GAME FOUR,2007-09-06,Gigantes,5831,26493,CP04-EN015C,2007-09-06
15540,Gigantes,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 EARTH monster from your GY. If this card is destroyed by battle and sent to the GY: Destroy all Spells and Traps on the field.,SD7-EN006,C Common,,,MONSTER,[Rock／Effect],EARTH,,1900.0,1300.0,STRUCTURE DECK INVINCIBLE FORTRESS,2006-05-15,Gigantes,5831,25031,SD7-EN006C,2006-05-15
15541,Gigantes,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 EARTH monster from your GY. If this card is destroyed by battle and sent to the GY: Destroy all Spells and Traps on the field.,DR2-EN021,C Common,,,MONSTER,[Rock／Effect],EARTH,,1900.0,1300.0,DARK REVELATION Volume 2,2005-10-20,Gigantes,5831,24642,DR2-EN021C,2005-10-20
15542,Gigantes,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 EARTH monster from your GY. If this card is destroyed by battle and sent to the GY: Destroy all Spells and Traps on the field.,IOC-021,C Common,,,MONSTER,[Rock／Effect],EARTH,,1900.0,1300.0,INVASION OF CHAOS,2004-03-01,Gigantes,5831,23108,IOC-021C,2004-03-01
15543,Gigantes,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 EARTH monster from your GY. If this card is destroyed by battle and sent to the GY: Destroy all Spells and Traps on the field.,IOC-EN021,C Common,,,MONSTER,[Rock／Effect],EARTH,,1900.0,1300.0,INVASION OF CHAOS,2004-03-01,Gigantes,5831,476942,IOC-EN021C,2004-03-01
15544,Gigantes,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 EARTH monster from your GY. If this card is destroyed by battle and sent to the GY: Destroy all Spells and Traps on the field.,IOC-EN021,C Common,,,MONSTER,[Rock／Effect],EARTH,,1900.0,1300.0,INVASION OF CHAOS,2004-03-01,Gigantes,5831,487142,IOC-EN021C,2004-03-01
15545,"Gigantic ""Champion"" Sargas","2+ Level 8 monstersOnce per turn, you can also Xyz Summon ""Gigantic ""Champion"" Sargas"" by using 1 ""Springans"" Xyz Monster you control. (Transfer its materials to this card.) While this card has material: You can add 1 ""Springans"" or ""Therion"" card from your Deck to your hand. If material is detached from a monster(s) on the field (except during the Damage Step): You can target 1 card on the field; either destroy it or return it to the hand. You can only use each effect of ""Gigantic ""Champion"" Sargas"" once per turn.",MP24-EN071,PSE Prismatic Secret Rare,,,MONSTER,[Machine／Xyz／Effect],FIRE,,2800.0,1500.0,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,"Gigantic ""Champion"" Sargas",18190,579545,MP24-EN071PSE,2024-09-20
15546,"Gigantic ""Champion"" Sargas","2+ Level 8 monstersOnce per turn, you can also Xyz Summon ""Gigantic ""Champion"" Sargas"" by using 1 ""Springans"" Xyz Monster you control. (Transfer its materials to this card.) While this card has material: You can add 1 ""Springans"" or ""Therion"" card from your Deck to your hand. If material is detached from a monster(s) on the field (except during the Damage Step): You can target 1 card on the field; either destroy it or return it to the hand. You can only use each effect of ""Gigantic ""Champion"" Sargas"" once per turn.",PHHY-EN045,SE Secret Rare,,,MONSTER,[Machine／Xyz／Effect],FIRE,,2800.0,1500.0,PHOTON HYPERNOVA,2023-02-10,"Gigantic ""Champion"" Sargas",18190,480304,PHHY-EN045SE,2023-02-10
15547,Gigantic Cephalotus,This card gains 200 ATK each time a Plant-Type monster is sent from the field to the Graveyard.,CSOC-EN025,C Common,,,MONSTER,[Plant／Effect],EARTH,,1850.0,700.0,CROSSROADS OF CHAOS,2008-11-18,Gigantic Cephalotus,7666,28418,CSOC-EN025C,2008-11-18
15548,Gigantic Spright,"2 Level 2 monstersFor this card's Xyz Summon, you can treat Link-2 monsters you control as Level 2 monsters for material. The original ATK of this card that has a Fusion, Synchro, Xyz, or Link Monster as material becomes doubled. During your Main Phase: You can activate this effect; detach 1 material from a monster you control, and if you do, Special Summon 1 Level 2 monster from your Deck, also neither player can Special Summon for the rest of this turn, except Level/Rank/Link 2 monsters. You can only use this effect of ""Gigantic Spright"" once per turn.",BLTR-EN091,SE Secret Rare,,,MONSTER,[Thunder／Xyz／Effect],DARK,,1600.0,1600.0,BATTLES OF LEGEND: TERMINAL REVENGE,2024-06-21,Gigantic Spright,17449,554947,BLTR-EN091SE,2024-06-21
15549,Gigantic Spright,"2 Level 2 monstersFor this card's Xyz Summon, you can treat Link-2 monsters you control as Level 2 monsters for material. The original ATK of this card that has a Fusion, Synchro, Xyz, or Link Monster as material becomes doubled. During your Main Phase: You can activate this effect; detach 1 material from a monster you control, and if you do, Special Summon 1 Level 2 monster from your Deck, also neither player can Special Summon for the rest of this turn, except Level/Rank/Link 2 monsters. You can only use this effect of ""Gigantic Spright"" once per turn.",BLTR-EN091,QCSE Quarter Century Secret Rare,,,MONSTER,[Thunder／Xyz／Effect],DARK,,1600.0,1600.0,BATTLES OF LEGEND: TERMINAL REVENGE,2024-06-21,Gigantic Spright,17449,554948,BLTR-EN091QCSE,2024-06-21
15550,Gigantic Spright,"2 Level 2 monstersFor this card's Xyz Summon, you can treat Link-2 monsters you control as Level 2 monsters for material. The original ATK of this card that has a Fusion, Synchro, Xyz, or Link Monster as material becomes doubled. During your Main Phase: You can activate this effect; detach 1 material from a monster you control, and if you do, Special Summon 1 Level 2 monster from your Deck, also neither player can Special Summon for the rest of this turn, except Level/Rank/Link 2 monsters. You can only use this effect of ""Gigantic Spright"" once per turn.",POTE-EN047,UR Ultra Rare,,,MONSTER,[Thunder／Xyz／Effect],DARK,,1600.0,1600.0,POWER OF THE ELEMENTS,2022-08-05,Gigantic Spright,17449,280011,POTE-EN047UR,2022-08-05
15551,Gigantic Thundercross,"Target a number of monsters on the field and/or in the GYs, equal to the difference between your banished cards and your opponent's; banish them, then your opponent can Special Summon 1 monster from their Deck. You can only activate 1 ""Gigantic Thundercross"" per turn.",MP24-EN329,C Common,,,TRAP,,,,,,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,Gigantic Thundercross,18217,579803,MP24-EN329C,2024-09-20
15552,Gigantic Thundercross,"Target a number of monsters on the field and/or in the GYs, equal to the difference between your banished cards and your opponent's; banish them, then your opponent can Special Summon 1 monster from their Deck. You can only activate 1 ""Gigantic Thundercross"" per turn.",PHHY-EN072,C Common,,,TRAP,,,,,,PHOTON HYPERNOVA,2023-02-10,Gigantic Thundercross,18217,480349,PHHY-EN072C,2023-02-10
15553,Giganticastle,1 Tuner + 1 or more non-Tuner monstersThis card gains 200 ATK and DEF for each non-Tuner Synchro Material Monster used to Synchro Summon this card.,SHSP-EN058,R Rare,,,MONSTER,[Rock／Synchro／Effect],EARTH,,2900.0,2800.0,SHADOW SPECTERS,2013-11-08,Giganticastle,10789,72452,SHSP-EN058R,2013-11-08
15554,Giganto,A massive steel ball that mows down anything in its path.,LCJW-EN175,C Common,,,MONSTER,[Machine／Normal],DARK,,1700.0,1800.0,LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK,2013-10-11,Giganto,4425,71741,LCJW-EN175C,2013-10-11
15555,Gigaplant,"This card is treated as a Normal Monster while face-up on the field or in the GY. While this card is a Normal Monster on the field, you can Normal Summon it to have it become an Effect Monster with this effect.●Once per turn: You can Special Summon 1 Insect or Plant monster from your hand or GY.",DUOV-EN062,UR Ultra Rare,,,MONSTER,[Plant／Gemini／Effect],EARTH,,2400.0,1200.0,DUEL OVERLOAD,2020-03-20,Gigaplant,7427,210270,DUOV-EN062UR,2020-03-20
15556,Gigaplant,"This card is treated as a Normal Monster while face-up on the field or in the GY. While this card is a Normal Monster on the field, you can Normal Summon it to have it become an Effect Monster with this effect.●Once per turn: You can Special Summon 1 Insect or Plant monster from your hand or GY.",PTDN-EN026,R Rare,,,MONSTER,[Plant／Gemini／Effect],EARTH,,2400.0,1200.0,PHANTOM DARKNESS,2008-02-13,Gigaplant,7427,26627,PTDN-EN026R,2008-02-13
15557,Gigastone Omega,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 2 EARTH monsters from your Graveyard. When this face-up card you control is sent to the Graveyard by a card effect, destroy all Spell and Trap Cards your opponent controls.",RGBT-EN032,C Common,,,MONSTER,[Rock／Effect],EARTH,,1000.0,2300.0,RAGING BATTLE,2009-05-12,Gigastone Omega,8184,31875,RGBT-EN032C,2009-05-12
15558,Gigathunder Giclops,"If this card, Special Summoned from the Extra Deck, is used as Synchro Material, banish it. If this card is Normal Summoned: You can change its battle position. You can only use each of the following effects of ""Gigathunder Giclops"" once per turn. If the battle position of this card is changed: You can target 1 face-up Spell/Trap on the field; destroy it. If this card is destroyed in the Pendulum Zone: You can return 1 card from your Pendulum Zone to the hand.",BLVO-EN032,C Common,,,MONSTER,[Thunder／Pendulum／Tuner／Effect],WIND,,1400.0,1700.0,BLAZING VORTEX,2021-02-05,Gigathunder Giclops,15723,231345,BLVO-EN032C,2021-02-05
15559,Gigobyte,"He has a tranquil soul, but carries a destiny that one day his heart shall be tainted by evil....",DR2-EN169,C Common,,,MONSTER,[Reptile／Normal],WATER,,350.0,300.0,DARK REVELATION Volume 2,2005-10-20,Gigobyte,6019,24790,DR2-EN169C,2005-10-20
