card_id,card_set_id,name,description,rarity,price,volatility_id,type_id,sub_type,attribute_id,rank,attack,defense
26574,21983,Overlay Owl,Once per turn: You can pay 600 Life Points; detach 1 Xyz Material from a monster on the field.,C Common,0.06,3,2,[Winged Beast／Effect],3,Level 4,800.0,1600.0
26575,21984,Overlay Regen,Target 1 face-up Xyz Monster on the field; attach this card to it as material.,SR Super Rare,0.11,1,1,NONE,1,NONE,0.0,0.0
26576,21985,Overlay Regen,Target 1 face-up Xyz Monster on the field; attach this card to it as material.,C Common,0.3,3,1,NONE,1,NONE,0.0,0.0
26577,21986,Overlay Sentinel,"Cannot be Special Summoned. When this card is Normal Summoned: Change this card to Defense Position. If you control a face-up Xyz Monster that has Xyz Material: You can banish this card from your Graveyard, then target 1 monster your opponent controls; it loses 500 ATK for each Xyz Material attached to a monster you control.",C Common,0.1,3,2,[Warrior／Effect],6,Level 4,2000.0,0.0
26578,21987,Overload Fusion,"Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials mentioned on it from your field or GY.",PS Platinum Secret Rare,0.44,1,1,NONE,1,NONE,0.0,0.0
26579,21987,Overload Fusion,"Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials mentioned on it from your field or GY.",QCSE Quarter Century Secret Rare,5.07,5,1,NONE,1,NONE,0.0,0.0
26580,21988,Overload Fusion,"Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials mentioned on it from your field or GY.",R Rare,0.06,1,1,NONE,1,NONE,0.0,0.0
26581,21989,Overload Fusion,"Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials mentioned on it from your field or GY.",C Common,0.14,1,1,NONE,1,NONE,0.0,0.0
26582,21990,Overload Fusion,"Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials mentioned on it from your field or GY.",C Common,0.06,3,1,NONE,1,NONE,0.0,0.0
26583,21991,Overload Fusion,"Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials mentioned on it from your field or GY.",SR Super Rare,1.92,5,1,NONE,1,NONE,0.0,0.0
26584,21992,Overload Fusion,"Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials mentioned on it from your field or GY.",C Common,0.19,3,1,NONE,1,NONE,0.0,0.0
26585,21992,Overload Fusion,"Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials mentioned on it from your field or GY.",C Common,0.12,3,1,NONE,1,NONE,0.0,0.0
26586,21993,Overload Fusion,"Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials mentioned on it from your field or GY.",C Common,0.36,3,1,NONE,1,NONE,0.0,0.0
26587,21994,Overload Fusion,"Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials mentioned on it from your field or GY.",R Rare,0.36,3,1,NONE,1,NONE,0.0,0.0
26588,21995,Overload Fusion,"Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials mentioned on it from your field or GY.",C Common,0.09,3,1,NONE,1,NONE,0.0,0.0
26589,21996,Overload Fusion,"Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials mentioned on it from your field or GY.",R Rare,0.71,3,1,NONE,1,NONE,0.0,0.0
26590,21996,Overload Fusion,"Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials mentioned on it from your field or GY.",UL Ultimate Rare,26.8,3,1,NONE,1,NONE,0.0,0.0
26591,21997,Overmind Archfiend,"1 Psychic-Type Tuner + 2 or more non-Tuner Psychic-Type monstersOnce per turn, you can select 1 Psychic-Type monster in your Graveyard, and remove it from play. When this card is sent from the field to the Graveyard, Special Summon as many monsters as possible that were removed from play by this effect.",UR Ultra Rare,0.76,1,2,[Psychic／Synchro／Effect],5,Level 9,3300.0,3000.0
26592,21997,Overmind Archfiend,"1 Psychic-Type Tuner + 2 or more non-Tuner Psychic-Type monstersOnce per turn, you can select 1 Psychic-Type monster in your Graveyard, and remove it from play. When this card is sent from the field to the Graveyard, Special Summon as many monsters as possible that were removed from play by this effect.",UL Ultimate Rare,2.73,5,2,[Psychic／Synchro／Effect],5,Level 9,3300.0,3000.0
26593,21998,Overpowering Eye,Target 1 Zombie monster you control with 2000 or less ATK; it can attack directly this turn.,C Common,0.32,3,1,NONE,1,NONE,0.0,0.0
26594,21999,Overpowering Eye,Target 1 Zombie monster you control with 2000 or less ATK; it can attack directly this turn.,C Common,0.14,3,1,NONE,1,NONE,0.0,0.0
26595,22000,Overpowering Eye,Target 1 Zombie monster you control with 2000 or less ATK; it can attack directly this turn.,R Rare,0.24,3,1,NONE,1,NONE,0.0,0.0
26596,22001,Overtex Qoatlus,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by shuffling 5 of your banished Dinosaur monsters into the Main Deck. Once per turn, when your opponent activates a Spell/Trap Card (Quick Effect): You can destroy 1 Dinosaur monster in your hand or face-up on your field, and if you do, negate the activation, and if you do that, destroy that card. If this card is sent to the GY by a card effect: You can add 1 Evolution Pill Spell from your Deck to your hand. You can only use this effect of Overtex Qoatlus once per turn.",SR Super Rare,0.41,5,2,[Dinosaur／Effect],5,Level 7,2700.0,2100.0
26597,22002,Overtex Qoatlus,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by shuffling 5 of your banished Dinosaur monsters into the Main Deck. Once per turn, when your opponent activates a Spell/Trap Card (Quick Effect): You can destroy 1 Dinosaur monster in your hand or face-up on your field, and if you do, negate the activation, and if you do that, destroy that card. If this card is sent to the GY by a card effect: You can add 1 Evolution Pill Spell from your Deck to your hand. You can only use this effect of Overtex Qoatlus once per turn.",SR Super Rare,0.39,5,2,[Dinosaur／Effect],5,Level 7,2700.0,2100.0
26598,22003,Overwhelm,Activate only while you control a face-up Level 7 or higher monster that was Tribute Summoned. Negate the activation of a Trap Card or Effect Monster's effect and destroy that card.,SE Secret Rare,7.72,3,3,Counter,1,NONE,0.0,0.0
26599,22004,Overwind,"Target 1 face-up Wind-Up monster you control; its ATK and DEF are doubled, and it returns to the hand during the End Phase. You can only activate 1 Overwind per turn.",C Common,0.1,3,3,NONE,1,NONE,0.0,0.0
26600,22005,Overworked,Destroy each monster whose ATK is higher than its original ATK.,SR Super Rare,0.31,3,3,NONE,1,NONE,0.0,0.0
26601,22006,Overworked,Destroy each monster whose ATK is higher than its original ATK.,C Common,0.0,4,3,NONE,1,NONE,0.0,0.0
26602,22006,Overworked,Destroy each monster whose ATK is higher than its original ATK.,MR Mosaic Rare,0.19,3,3,NONE,1,NONE,0.0,0.0
26603,22007,Overworked,Destroy each monster whose ATK is higher than its original ATK.,C Common,0.14,3,3,NONE,1,NONE,0.0,0.0
26604,22008,Owner's Seal,Return control of all monsters on the field to their owners.,C Common,0.14,1,1,NONE,1,NONE,0.0,0.0
26605,22009,Owner's Seal,Return control of all monsters on the field to their owners.,C Common,0.24,1,1,NONE,1,NONE,0.0,0.0
26606,22010,Owner's Seal,Return control of all monsters on the field to their owners.,R Rare,0.9,3,1,NONE,1,NONE,0.0,0.0
26607,22010,Owner's Seal,Return control of all monsters on the field to their owners.,R Rare,0.28,3,1,NONE,1,NONE,0.0,0.0
26608,22011,Oxygeddon,If this card is destroyed by battle with a Pyro monster and sent to the GY: Each player takes 800 damage.,C Common,0.13,3,2,[Dinosaur／Effect],3,Level 4,1800.0,800.0
26609,22012,Oxygeddon,If this card is destroyed by battle with a Pyro monster and sent to the GY: Each player takes 800 damage.,C Common,0.19,3,2,[Dinosaur／Effect],3,Level 4,1800.0,800.0
26610,22013,Oxygeddon,If this card is destroyed by battle with a Pyro monster and sent to the GY: Each player takes 800 damage.,C Common,0.11,3,2,[Dinosaur／Effect],3,Level 4,1800.0,800.0
26611,22014,Oxygeddon,If this card is destroyed by battle with a Pyro monster and sent to the GY: Each player takes 800 damage.,C Common,0.17,3,2,[Dinosaur／Effect],3,Level 4,1800.0,800.0
26612,22015,Oxygeddon,If this card is destroyed by battle with a Pyro monster and sent to the GY: Each player takes 800 damage.,C Common,0.21,3,2,[Dinosaur／Effect],3,Level 4,1800.0,800.0
26613,22016,Oyster Meister,"If this card is sent from the field to the GY, except when destroyed by battle: Special Summon 1 Oyster Token (Fish/WATER/Level 1/ATK 0/DEF 0).",C Common,0.21,1,2,[Fish／Effect],4,Level 3,1600.0,200.0
26614,22017,Oyster Meister,"If this card is sent from the field to the GY, except when destroyed by battle: Special Summon 1 Oyster Token (Fish/WATER/Level 1/ATK 0/DEF 0).",C Common,0.33,3,2,[Fish／Effect],4,Level 3,1600.0,200.0
26615,22018,Oyster Meister,"If this card is sent from the field to the GY, except when destroyed by battle: Special Summon 1 Oyster Token (Fish/WATER/Level 1/ATK 0/DEF 0).",C Common,0.3,1,2,[Fish／Effect],4,Level 3,1600.0,200.0
26616,22019,P.M. Captor,If this card destroys a monster by battle: You can target 1 Pendulum Monster in your Graveyard; add it to your hand.,SR Super Rare,0.11,3,2,[Zombie／Pendulum／Effect],5,Level 4,1800.0,0.0
26617,22020,P.U.N.K. JAM Dragon Drive,"1 Psychic Tuner + 1+ non-Tuner monstersIf this card is Special Summoned by the effect of a P.U.N.K. card, or Synchro Summoned: You can pay 600 LP; take 1 Level 3 Psychic monster from your Deck and either add it to your hand or send it to the GY. If your opponent activates a card or effect in response to your P.U.N.K. card or effect activation, while this card is in your GY: You can Special Summon this card. You can only use each effect of P.U.N.K. JAM Dragon Drive once per turn.",UR Ultra Rare,0.14,1,2,[Psychic／Synchro／Effect],2,Level 8,2700.0,2400.0
26618,22021,P.U.N.K. JAM Dragon Drive,"1 Psychic Tuner + 1+ non-Tuner monstersIf this card is Special Summoned by the effect of a P.U.N.K. card, or Synchro Summoned: You can pay 600 LP; take 1 Level 3 Psychic monster from your Deck and either add it to your hand or send it to the GY. If your opponent activates a card or effect in response to your P.U.N.K. card or effect activation, while this card is in your GY: You can Special Summon this card. You can only use each effect of P.U.N.K. JAM Dragon Drive once per turn.",SR Super Rare,0.39,1,2,[Psychic／Synchro／Effect],2,Level 8,2700.0,2400.0
26619,22022,P.U.N.K. JAM Extreme Session,Once per turn: You can banish 1 P.U.N.K. card from your GY; Special Summon 1 P.U.N.K. monster from your hand. If a Psychic monster you control paid LP to activate its effect: You can draw 1 card. You can use this effect of P.U.N.K. JAM Extreme Session twice per turn.,UR Ultra Rare,0.11,5,1,Field,1,NONE,0.0,0.0
26620,22023,P.U.N.K. JAM Extreme Session,Once per turn: You can banish 1 P.U.N.K. card from your GY; Special Summon 1 P.U.N.K. monster from your hand. If a Psychic monster you control paid LP to activate its effect: You can draw 1 card. You can use this effect of P.U.N.K. JAM Extreme Session twice per turn.,SR Super Rare,0.33,1,1,Field,1,NONE,0.0,0.0
26621,22024,P.U.N.K. JAM FEVER!,"2 Level 8 monstersOnce per turn, you can also Xyz Summon P.U.N.K. JAM FEVER! by using a P.U.N.K. Fusion or Synchro Monster you control. You can pay 600 LP, then detach 1 material from this card; draw 1 card. When another monster's effect is activated and you have a Level 3 Psychic monster in your GY (Quick Effect): You can detach 1 material from this card; negate the activation, and if you do, destroy that monster. You can only use each effect of P.U.N.K. JAM FEVER! once per turn.",UR Ultra Rare,1.75,1,2,[Psychic／Xyz／Effect],6,Rank 8,2800.0,600.0
26622,22024,P.U.N.K. JAM FEVER!,"2 Level 8 monstersOnce per turn, you can also Xyz Summon P.U.N.K. JAM FEVER! by using a P.U.N.K. Fusion or Synchro Monster you control. You can pay 600 LP, then detach 1 material from this card; draw 1 card. When another monster's effect is activated and you have a Level 3 Psychic monster in your GY (Quick Effect): You can detach 1 material from this card; negate the activation, and if you do, destroy that monster. You can only use each effect of P.U.N.K. JAM FEVER! once per turn.",STAR Starlight Rare,21.58,5,2,[Psychic／Xyz／Effect],6,Rank 8,2800.0,600.0
26623,22025,"Paces, Light of the Ghoti","You can banish this card you control; Special Summon 1 Fish monster from your hand, except Paces, Light of the Ghoti. During the Standby Phase of the next turn after this card was banished: You can Special Summon this banished card. During your opponent's Main Phase, if this card was Special Summoned this turn, you can (Quick Effect): Immediately after this effect resolves, Synchro Summon 1 Fish Synchro Monster using this card you control. You can only use each effect of Paces, Light of the Ghoti once per turn.",UR Ultra Rare,1.23,5,2,[Fish／Tuner／Effect],4,Level 2,0.0,0.0
26624,22026,"Pacifis, the Phantasm City","(This card's name is always treated as Umi.)You cannot Normal or Special Summon Effect Monsters the turn you activate either of this card's effects (even if this card leaves the field). Once per turn, if you Normal or Special Summon exactly 1 Normal Monster (and no other cards): Add 1 Phantasm Spiral card from your Deck to your hand. If your opponent activates a card or effect (except during the Damage Step), and you control no Tokens: You can Special Summon 1 Phantasm Spiral Token (Wyrm-Type/WATER/Level 8/ATK 2000/DEF 2000).",R Rare,1.06,5,1,Field,1,NONE,0.0,0.0
26625,22027,Packet Link,"During Main Phase 2: Special Summon any number of Level 2 or lower monsters with different names from your hand, Deck, and/or GY to your zone(s) a Link Monster(s) points to. You can only activate 1 Packet Link per turn.",C Common,0.24,5,3,NONE,1,NONE,0.0,0.0
26626,22028,Packet Swap,Target 1 face-up non-Link Monster you control and 1 Link Monster your opponent controls; switch control of those monsters. You can only activate 1 Packet Swap per turn.,C Common,0.12,3,1,NONE,1,NONE,0.0,0.0
26627,22029,Pahunder,"Once per turn: You can Normal Summon 1 Level 4 LIGHT Thunder-Type monster from your hand, except Pahunder, as an additional Normal Summon.",R Rare,0.34,3,2,[Thunder／Effect],6,Level 4,1300.0,600.0
26628,22030,Pain Painter,"This card's name becomes Plaguespreader Zombie while on the field. Once per turn: You can target up to 2 Zombie monsters you control, except this card; they become Level 2 (until the end of this turn), and if they do, they cannot be used as Synchro Material, except for the Synchro Summon of a Zombie monster.",SR Super Rare,0.14,1,2,[Zombie／Tuner／Effect],5,Level 2,400.0,200.0
26629,22031,Pain Painter,"This card's name becomes Plaguespreader Zombie while on the field. Once per turn: You can target up to 2 Zombie monsters you control, except this card; they become Level 2 (until the end of this turn), and if they do, they cannot be used as Synchro Material, except for the Synchro Summon of a Zombie monster.",SE Secret Rare,0.0,4,2,[Zombie／Tuner／Effect],5,Level 2,400.0,200.0
26630,22032,Painful Choice,Select 5 cards from your Deck and show them to your opponent. Your opponent selects 1 card among them. Add that card to your hand and discard the remaining cards to the Graveyard.,SR Super Rare,2.85,1,1,NONE,1,NONE,0.0,0.0
26631,22032,Painful Choice,Select 5 cards from your Deck and show them to your opponent. Your opponent selects 1 card among them. Add that card to your hand and discard the remaining cards to the Graveyard.,SR Super Rare,0.0,4,1,NONE,1,NONE,0.0,0.0
26632,22033,Painful Choice,Select 5 cards from your Deck and show them to your opponent. Your opponent selects 1 card among them. Add that card to your hand and discard the remaining cards to the Graveyard.,C Common,1.7,3,1,NONE,1,NONE,0.0,0.0
26633,22034,Painful Choice,Select 5 cards from your Deck and show them to your opponent. Your opponent selects 1 card among them. Add that card to your hand and discard the remaining cards to the Graveyard.,R Rare,1.43,1,1,NONE,1,NONE,0.0,0.0
26634,22034,Painful Choice,Select 5 cards from your Deck and show them to your opponent. Your opponent selects 1 card among them. Add that card to your hand and discard the remaining cards to the Graveyard.,R Rare,0.0,4,1,NONE,1,NONE,0.0,0.0
26635,22035,Painful Choice,Select 5 cards from your Deck and show them to your opponent. Your opponent selects 1 card among them. Add that card to your hand and discard the remaining cards to the Graveyard.,C Common,1.6,3,1,NONE,1,NONE,0.0,0.0
26636,22036,Painful Choice,Select 5 cards from your Deck and show them to your opponent. Your opponent selects 1 card among them. Add that card to your hand and discard the remaining cards to the Graveyard.,SR Super Rare,2.38,5,1,NONE,1,NONE,0.0,0.0
26637,22037,Painful Decision,"Send 1 Level 4 or lower Normal Monster from your Deck to the GY, and if you do, add 1 monster with the same name from your Deck to your hand. You can only activate 1 Painful Decision per turn.",C Common,0.48,2,1,NONE,1,NONE,0.0,0.0
26638,22038,Painful Decision,"Send 1 Level 4 or lower Normal Monster from your Deck to the GY, and if you do, add 1 monster with the same name from your Deck to your hand. You can only activate 1 Painful Decision per turn.",C Common,0.41,1,1,NONE,1,NONE,0.0,0.0
26639,22039,Painful Decision,"Send 1 Level 4 or lower Normal Monster from your Deck to the GY, and if you do, add 1 monster with the same name from your Deck to your hand. You can only activate 1 Painful Decision per turn.",SE Secret Rare,0.89,3,1,NONE,1,NONE,0.0,0.0
26640,22040,Painful Decision,"Send 1 Level 4 or lower Normal Monster from your Deck to the GY, and if you do, add 1 monster with the same name from your Deck to your hand. You can only activate 1 Painful Decision per turn.",SE Secret Rare,2.64,3,1,NONE,1,NONE,0.0,0.0
26641,22041,Painful Escape,"Tribute 1 monster; add 1 monster with the same original Type, Attribute, and Level, but with a different original name, from your Deck or Graveyard to your hand.",SE Secret Rare,0.18,3,3,NONE,1,NONE,0.0,0.0
26642,22042,Painful Escape,"Tribute 1 monster; add 1 monster with the same original Type, Attribute, and Level, but with a different original name, from your Deck or Graveyard to your hand.",SE Secret Rare,0.0,4,3,NONE,1,NONE,0.0,0.0
26643,22043,Painful Return,"Your opponent chooses 1 monster in your Graveyard. During the End Phase, add that monster to your hand.",R Rare,0.18,3,1,NONE,1,NONE,0.0,0.0
26644,22044,Pair Cycroid,2 Machine monsters with the same nameThis card can attack directly.,C Common,0.24,5,2,[Machine／Fusion／Effect],2,Level 5,1600.0,1200.0
26645,22045,Pair Cycroid,2 Machine monsters with the same nameThis card can attack directly.,SR Super Rare,0.24,3,2,[Machine／Fusion／Effect],2,Level 5,1600.0,1200.0
26646,22046,Palace of the Elemental Lords,"All monsters you control gain ATK/DEF equal to the number of different Attributes in your GY x 200. Once per turn: You can add 1 Elementsaber monster from your Deck to your hand, but skip the Battle Phase of your next turn (even if this card leaves the field). Once per turn, if an Elementsaber monster in your hand or field would send a card(s) from the hand to the GY to activate an effect, you can send that many Elementsaber monster(s) from your Deck to the GY, instead.",UR Ultra Rare,0.62,3,1,Field,1,NONE,0.0,0.0
26647,22047,Paladin of Dark Dragon,"You can Ritual Summon this card with Dark Dragon Ritual. At the start of the Damage Step, if this card attacks a Defense Position monster: Destroy that monster. You can Tribute this card; Special Summon 1 Red-Eyes monster from your hand or Deck. You can only use this effect of Paladin of Dark Dragon once per turn.",UR Ultra Rare,0.53,5,2,[Dragon／Ritual／Effect],5,Level 4,1900.0,1200.0
26648,22047,Paladin of Dark Dragon,"You can Ritual Summon this card with Dark Dragon Ritual. At the start of the Damage Step, if this card attacks a Defense Position monster: Destroy that monster. You can Tribute this card; Special Summon 1 Red-Eyes monster from your hand or Deck. You can only use this effect of Paladin of Dark Dragon once per turn.",UR Ultra Rare,0.35,1,2,[Dragon／Ritual／Effect],5,Level 4,1900.0,1200.0
26649,22047,Paladin of Dark Dragon,"You can Ritual Summon this card with Dark Dragon Ritual. At the start of the Damage Step, if this card attacks a Defense Position monster: Destroy that monster. You can Tribute this card; Special Summon 1 Red-Eyes monster from your hand or Deck. You can only use this effect of Paladin of Dark Dragon once per turn.",UR Ultra Rare,0.33,3,2,[Dragon／Ritual／Effect],5,Level 4,1900.0,1200.0
26650,22047,Paladin of Dark Dragon,"You can Ritual Summon this card with Dark Dragon Ritual. At the start of the Damage Step, if this card attacks a Defense Position monster: Destroy that monster. You can Tribute this card; Special Summon 1 Red-Eyes monster from your hand or Deck. You can only use this effect of Paladin of Dark Dragon once per turn.",UR Ultra Rare,0.4,3,2,[Dragon／Ritual／Effect],5,Level 4,1900.0,1200.0
26651,22048,Paladin of Dark Dragon,"You can Ritual Summon this card with Dark Dragon Ritual. At the start of the Damage Step, if this card attacks a Defense Position monster: Destroy that monster. You can Tribute this card; Special Summon 1 Red-Eyes monster from your hand or Deck. You can only use this effect of Paladin of Dark Dragon once per turn.",SE Secret Rare,0.7,1,2,[Dragon／Ritual／Effect],5,Level 4,1900.0,1200.0
26652,22049,Paladin of Felgrand,"If this card is Normal or Special Summoned: You can equip 1 Level 7 or 8 Dragon monster from your hand or Deck to this card. This card is unaffected by other monsters' effects, while equipped with an Equip Card. You can Tribute 1 monster and this card, then target 1 Level 7 or 8 Dragon monster in your GY; Special Summon it.",C Common,0.18,3,2,[Warrior／Effect],6,Level 4,1700.0,300.0
26653,22050,Paladin of Felgrand,"If this card is Normal or Special Summoned: You can equip 1 Level 7 or 8 Dragon monster from your hand or Deck to this card. This card is unaffected by other monsters' effects, while equipped with an Equip Card. You can Tribute 1 monster and this card, then target 1 Level 7 or 8 Dragon monster in your GY; Special Summon it.",SR Super Rare,0.41,3,2,[Warrior／Effect],6,Level 4,1700.0,300.0
26654,22051,Paladin of Felgrand,"If this card is Normal or Special Summoned: You can equip 1 Level 7 or 8 Dragon monster from your hand or Deck to this card. This card is unaffected by other monsters' effects, while equipped with an Equip Card. You can Tribute 1 monster and this card, then target 1 Level 7 or 8 Dragon monster in your GY; Special Summon it.",C Common,0.16,3,2,[Warrior／Effect],6,Level 4,1700.0,300.0
26655,22052,Paladin of Photon Dragon,You can Ritual Summon this card with Luminous Dragon Ritual. You can Tribute this card; Special Summon 1 Galaxy-Eyes Photon Dragon from your hand or Deck. When this card destroys an opponent's monster by battle and sends it to the Graveyard: Draw 1 card.,R Rare,0.58,3,2,[Warrior／Ritual／Effect],6,Level 4,1900.0,800.0
26656,22053,Paladin of Storm Dragon,"You can Ritual Summon this card with Cynet Ritual. At the start of the Damage Step, if this card attacks a monster: You can return that monster to the hand. You can Tribute this card; Special Summon 1 Level 5 or higher Cyberse monster from your hand or Deck, but it cannot activate its effects this turn. You can only use each effect of Paladin of Storm Dragon once per turn.",C Common,0.08,3,2,[Cyberse／Ritual／Effect],6,Level 4,1900.0,900.0
26657,22054,Paladin of Storm Dragon,"You can Ritual Summon this card with Cynet Ritual. At the start of the Damage Step, if this card attacks a monster: You can return that monster to the hand. You can Tribute this card; Special Summon 1 Level 5 or higher Cyberse monster from your hand or Deck, but it cannot activate its effects this turn. You can only use each effect of Paladin of Storm Dragon once per turn.",R Rare,0.15,3,2,[Cyberse／Ritual／Effect],6,Level 4,1900.0,900.0
26658,22055,Paladin of the Cursed Dragon,"Once per turn: You can target 1 Level 4 or lower Zombie monster in your opponent's GY, that was destroyed by battle; Special Summon that target.",C Common,0.23,5,2,[Zombie／Effect],6,Level 4,1900.0,1200.0
26659,22056,Paladin of the Cursed Dragon,"Once per turn: You can target 1 Level 4 or lower Zombie monster in your opponent's GY, that was destroyed by battle; Special Summon that target.",C Common,0.35,3,2,[Zombie／Effect],6,Level 4,1900.0,1200.0
26660,22057,Paladin of the Cursed Dragon,"Once per turn: You can target 1 Level 4 or lower Zombie monster in your opponent's GY, that was destroyed by battle; Special Summon that target.",C Common,0.51,3,2,[Zombie／Effect],6,Level 4,1900.0,1200.0
26661,22058,Paladin of White Dragon,"You can Ritual Summon this card with White Dragon Ritual. At the start of the Damage Step, if this card attacks a face-down Defense Position monster: Destroy that face-down monster. You can Tribute this card; Special Summon 1 Blue-Eyes White Dragon from your hand or Deck, but Blue-Eyes White Dragon cannot attack for the rest of this turn.",C Common,0.34,1,2,[Dragon／Ritual／Effect],6,Level 4,1900.0,1200.0
26662,22059,Paladin of White Dragon,"You can Ritual Summon this card with White Dragon Ritual. At the start of the Damage Step, if this card attacks a face-down Defense Position monster: Destroy that face-down monster. You can Tribute this card; Special Summon 1 Blue-Eyes White Dragon from your hand or Deck, but Blue-Eyes White Dragon cannot attack for the rest of this turn.",R Rare,0.48,5,2,[Dragon／Ritual／Effect],6,Level 4,1900.0,1200.0
26663,22060,Paladin of White Dragon,"You can Ritual Summon this card with White Dragon Ritual. At the start of the Damage Step, if this card attacks a face-down Defense Position monster: Destroy that face-down monster. You can Tribute this card; Special Summon 1 Blue-Eyes White Dragon from your hand or Deck, but Blue-Eyes White Dragon cannot attack for the rest of this turn.",SR Super Rare,7.47,3,2,[Dragon／Ritual／Effect],6,Level 4,1900.0,1200.0
26664,22061,Paladin of White Dragon,"You can Ritual Summon this card with White Dragon Ritual. At the start of the Damage Step, if this card attacks a face-down Defense Position monster: Destroy that face-down monster. You can Tribute this card; Special Summon 1 Blue-Eyes White Dragon from your hand or Deck, but Blue-Eyes White Dragon cannot attack for the rest of this turn.",C Common,1.12,3,2,[Dragon／Ritual／Effect],6,Level 4,1900.0,1200.0
26665,22062,Paladin of White Dragon,"You can Ritual Summon this card with White Dragon Ritual. At the start of the Damage Step, if this card attacks a face-down Defense Position monster: Destroy that face-down monster. You can Tribute this card; Special Summon 1 Blue-Eyes White Dragon from your hand or Deck, but Blue-Eyes White Dragon cannot attack for the rest of this turn.",UR Ultra Rare,10.48,3,2,[Dragon／Ritual／Effect],6,Level 4,1900.0,1200.0
26666,22063,Paladins of Bonds and Unity,"1 Tuner + 1+ non-Tuner monsters with 2500 original ATK & DEFWhile this Synchro Summoned card is in your Monster Zone, your opponent cannot target it with card effects, also it cannot be destroyed by your opponent's card effects. While you have 25 or more cards in your GY, this Synchro Summoned card gains 100 ATK/DEF for each card on the field and in the GYs. Once per turn, when a Spell Card is activated, while your opponent has 25 or more cards in their GY (Quick Effect): You can negate the activation, and if you do, destroy that card.",QCSE Quarter Century Secret Rare,109.17,5,2,[Spellcaster／Synchro／Effect],6,Level 12,2900.0,2900.0
26667,22064,Pale Beast,"With skin tinged a bluish-white, this strange creature is a fearsome sight to behold.",C Common,0.1,5,2,[Beast／Normal],2,Level 4,1500.0,1200.0
26668,22064,Pale Beast,"With skin tinged a bluish-white, this strange creature is a fearsome sight to behold.",C Common,0.0,4,2,[Beast／Normal],2,Level 4,1500.0,1200.0
26669,22065,Pale Beast,"With skin tinged a bluish-white, this strange creature is a fearsome sight to behold.",C Common,0.12,3,2,[Beast／Normal],2,Level 4,1500.0,1200.0
26670,22066,Pale Beast,"With skin tinged a bluish-white, this strange creature is a fearsome sight to behold.",C Common,0.24,3,2,[Beast／Normal],2,Level 4,1500.0,1200.0
26671,22067,Paleozoic Anomalocaris,"3+ Level 2 monstersUnaffected by other monsters' effects. Once per turn, if a Trap(s) is sent from your Spell & Trap Zone to the GY (except during the Damage Step): You can excavate the top card of your Deck, and if it is a Trap, add it to your hand. Otherwise, send it to the GY. Once per turn, if this card has a Trap as material (Quick Effect): You can detach 1 material from this card, then target 1 card on the field; destroy it.",PSE Prismatic Secret Rare,0.17,5,2,[Aqua／Xyz／Effect],4,Rank 2,2400.0,0.0
26672,22068,Paleozoic Anomalocaris,"3+ Level 2 monstersUnaffected by other monsters' effects. Once per turn, if a Trap(s) is sent from your Spell & Trap Zone to the GY (except during the Damage Step): You can excavate the top card of your Deck, and if it is a Trap, add it to your hand. Otherwise, send it to the GY. Once per turn, if this card has a Trap as material (Quick Effect): You can detach 1 material from this card, then target 1 card on the field; destroy it.",SR Super Rare,0.61,1,2,[Aqua／Xyz／Effect],4,Rank 2,2400.0,0.0
26673,22069,Paleozoic Anomalocaris,"3+ Level 2 monstersUnaffected by other monsters' effects. Once per turn, if a Trap(s) is sent from your Spell & Trap Zone to the GY (except during the Damage Step): You can excavate the top card of your Deck, and if it is a Trap, add it to your hand. Otherwise, send it to the GY. Once per turn, if this card has a Trap as material (Quick Effect): You can detach 1 material from this card, then target 1 card on the field; destroy it.",SR Super Rare,0.43,3,2,[Aqua／Xyz／Effect],4,Rank 2,2400.0,0.0
